Posture,Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z,Mag_X,Mag_Y,Mag_Z
side,0.01,0.96,0.00,-0.49,0.18,-0.18,61.00,0.00,-65.00
side,0.01,0.96,-0.00,-0.73,0.31,-0.12,62.00,-2.00,-67.00
side,0.01,0.96,-0.01,0.06,0.18,-0.12,64.00,-4.00,-72.00
side,0.01,0.96,-0.00,0.61,-0.06,0.18,63.00,-1.00,-69.00
side,0.01,0.96,-0.00,-0.18,0.06,-0.06,62.00,0.00,-71.00
side,0.01,0.96,-0.00,0.43,-0.18,-0.06,62.00,-4.00,-71.00
side,0.01,0.96,-0.00,0.61,-0.12,-0.18,62.00,-3.00,-69.00
side,0.01,0.96,-0.00,0.92,0.12,-0.24,60.00,-2.00,-68.00
side,0.01,0.96,-0.00,-0.37,0.18,-0.06,62.00,0.00,-71.00
side,0.01,0.96,-0.00,-0.61,0.43,-0.18,62.00,-1.00,-68.00
side,0.01,0.96,-0.00,-0.24,0.18,-0.12,62.00,-3.00,-68.00
side,0.01,0.96,-0.00,-0.06,0.31,-0.06,62.00,-4.00,-69.00
side,0.01,0.96,-0.00,-0.18,0.18,-0.12,63.00,-1.00,-72.00
side,0.01,0.96,-0.00,-0.43,0.31,-0.12,64.00,-5.00,-68.00
side,0.01,0.96,-0.01,-0.18,0.06,-0.18,61.00,-3.00,-67.00
side,0.01,0.96,-0.01,0.12,-0.06,-0.43,61.00,-2.00,-69.00
side,0.01,0.96,-0.00,-0.73,0.24,-0.18,63.00,-5.00,-67.00
side,0.01,0.96,-0.01,0.12,0.12,-0.49,59.00,-5.00,-67.00
side,0.01,0.96,-0.01,0.24,0.12,-0.12,63.00,-3.00,-68.00
side,0.01,0.96,-0.01,-0.43,0.06,-0.24,61.00,-5.00,-71.00
side,0.01,0.96,-0.01,-0.24,0.31,-0.12,59.00,0.00,-68.00
side,0.01,0.96,-0.01,-1.77,0.73,-0.31,61.00,-1.00,-65.00
side,0.01,0.96,-0.02,-0.24,0.37,-0.12,62.00,-4.00,-70.00
side,0.01,0.96,-0.01,1.22,0.06,-0.06,61.00,-3.00,-70.00
side,0.01,0.96,-0.01,0.49,-0.12,-0.12,63.00,-3.00,-69.00
side,0.01,0.96,-0.01,-0.24,0.12,-0.12,62.00,-1.00,-66.00
side,0.01,0.96,-0.01,-0.12,0.31,-0.06,63.00,-1.00,-70.00
side,0.01,0.96,-0.01,0.49,0.61,0.37,60.00,-2.00,-65.00
side,0.01,0.96,-0.01,0.49,0.12,0.49,63.00,-1.00,-66.00
side,0.01,0.96,-0.00,-0.24,0.12,-0.12,63.00,-4.00,-69.00
side,0.01,0.96,-0.00,0.61,0.06,-0.12,62.00,-2.00,-68.00
